{'评论时间': '2024-02-06 18:59:08', 'IP属地': '河南', '评论内容': '隔着千万里下了一场雨，然后黑到了千里之外的河南，还有数千里之外的东北，我找了一个相同点，奥原来是我们火了有人急了'}
{'评论时间': '2024-02-06 00:31:48', 'IP属地': '黑龙江', '评论内容': '东北人提醒一句，湖北的同胞们注意啊！！高空的建筑物上如果出现了冰溜子一定赶紧清理掉，很危险，天气回暖融化会掉下来，砸车砸物是其次，砸死人可不是好玩的。马上过年了，大家都平平安安的。走路的时候尽量远离房檐和高楼有冰溜子的地方。南方这种情况很少见，所以更要注意安全'}
{'评论时间': '2024-02-06 14:12:36', 'IP属地': '江苏', '评论内容': '为什么高铁上的人很安静，而火车上却是叽叽喳喳的，有这样一个高赞的回答，因为高铁坐的是“儿女”，火车坐的是父母，高铁是理想，火车是归途，高铁是中国速度，火车是中国温暖，高铁很快，快的让你记不起邻座的样子，火车很慢，慢到你可以听一个人讲完他的一生，高铁是朝九晚五的奔波，而火车是人间烟火的相逢'}
{'评论时间': '2024-02-06 17:55:07', 'IP属地': '湖北', '评论内容': '感谢你为湖北发声，关注了'}
{'评论时间': '2024-02-06 14:07:44', 'IP属地': '江西', '评论内容': '不用说了北方雪泡车'}
{'评论时间': '2024-02-06 17:30:15', 'IP属地': '山东', '评论内容': '手动挡的车就是神车，即省油，又省电，又安全，真不明白，为啥要取消生产这种神车！'}
{'评论时间': '2024-02-06 22:48:47', 'IP属地': '四川', '评论内容': '现在湖北这个情况跟08年一样下大雪'}
{'评论时间': '2024-02-06 12:37:36', 'IP属地': '河南', '评论内容': '加油'}
{'评论时间': '2024-02-06 13:39:35', 'IP属地': '四川', '评论内容': '我已经到看火车都感动的年纪了'}
{'评论时间': '2024-02-06 21:04:53', 'IP属地': '天津', '评论内容': '这就是选择电车的好处'}
{'评论时间': '2024-02-06 10:26:13', 'IP属地': '湖北', '评论内容': '冻雨无情人有情，请大家对湖北多点耐心，请大家对湖北口下留情'}
{'评论时间': '2024-02-06 10:06:28', 'IP属地': '湖北', '评论内容': '为湖北人点赞'}
{'评论时间': '2024-02-06 20:50:58', 'IP属地': '山东', '评论内容': '那些天天夸电车的人呢？'}
{'评论时间': '2024-02-06 18:50:52', 'IP属地': '湖北', '评论内容': '湖北加油'}
{'评论时间': '2024-02-06 22:46:12', 'IP属地': '北京', '评论内容': '建议南方几个省份整出两到三个城市，有完备的除雪除冰设备，相互协调支援。'}
{'评论时间': '2024-02-06 10:29:40', 'IP属地': '江苏', '评论内容': '我只能说湖北太惨了，自从19年毕业之后离开湖北就爆发疫情，这又是冻雨'}
{'评论时间': '2024-02-06 07:42:14', 'IP属地': '广东', '评论内容': '湖北人真抗冻'}
{'评论时间': '2024-02-06 21:54:51', 'IP属地': '湖北', '评论内容': '我们湖北是最坚强的 从疫情到现在我们从未被超越  湖北最棒'}
{'评论时间': '2024-02-06 09:28:37', 'IP属地': '内蒙古', '评论内容': '这位记者还算比较客观的，也是对武汉报到算是委婉的'}
{'评论时间': '2024-02-06 15:13:40', 'IP属地': '黑龙江', '评论内容': '哇塞。身为东北人的我，第一次看见，好神奇啊'}
{'评论时间': '2024-02-06 18:27:45', 'IP属地': '湖北', '评论内容': '因为我们湖北人被疫情所困时，全国各地送来了温暖，今天也就尽微薄之力，回馈社会，让大家暖暖心。'}
{'评论时间': '2024-02-06 14:31:11', 'IP属地': '江苏', '评论内容': '为什么高铁上的人很安静，而火车上却是叽叽喳喳的，有这样一个高赞的回答，因为高铁坐的是“儿女”，火车坐的是父母，高铁是理想，火车是归途，高铁是中国速度，火车是中国温暖，高铁很快，快的让你记不起邻座的样子，火车很慢，慢到你可以听一个人讲完他的一生，高铁是朝九晚五的奔波，而火车是人间烟火的相逢'}
{'评论时间': '2024-02-06 00:18:57', 'IP属地': '湖北', '评论内容': '这条视频出湖北省了吗'}
{'评论时间': '2024-02-06 21:39:58', 'IP属地': '湖北', '评论内容': '武汉加油'}
{'评论时间': '2024-02-06 18:41:28', 'IP属地': '山东', '评论内容': '山东看到了，湖北加油'}
{'评论时间': '2024-02-06 11:40:24', 'IP属地': '湖北', '评论内容': '湖北真难，疫情被骂这次又挨骂'}
{'评论时间': '2024-02-06 20:07:59', 'IP属地': '湖北', '评论内容': '还是电车好，省钱'}
{'评论时间': '2024-02-06 11:13:09', 'IP属地': '辽宁', '评论内容': '咱们好心告诉你们怎么处理 你们给我们普及什么是冻雨'}
{'评论时间': '2024-02-06 23:19:00', 'IP属地': '江苏', '评论内容': '这种天气电车实在不行'}
{'评论时间': '2024-02-06 18:55:00', 'IP属地': '湖北', '评论内容': '来呀打雪仗呀，鄂鄂跟湘湘联手 大战喷子们'}
{'评论时间': '2024-02-06 22:28:43', 'IP属地': '山东', '评论内容': '山东东营看到了'}
{'评论时间': '2024-02-06 21:37:44', 'IP属地': '湖北', '评论内容': '刚才还刷到一个喷子说冻雨是湖北发明的，'}
{'评论时间': '2024-02-06 06:21:07', 'IP属地': '江西', '评论内容': '我老爸都被反聘了，关键时刻还是绿皮火车老司机扛硬'}
{'评论时间': '2024-02-06 20:02:24', 'IP属地': '贵州', '评论内容': '油车再没油还可以去加油站、或者找司机买油，电车这种情况、咋办？'}
{'评论时间': '2024-02-06 18:05:35', 'IP属地': '北京', '评论内容': '喷子太多'}
{'评论时间': '2024-02-06 12:32:30', 'IP属地': '湖南', '评论内容': '没觉得有什么骂，08年我湖南郴州也是特大冻雨灾害，那个时候电力系统没有现在扛冰，我们郴州全城断电半个月，除夕是在黑夜里度过的。'}
{'评论时间': '2024-02-06 23:47:18', 'IP属地': '湖北', '评论内容': '感谢为湖北发声'}
{'评论时间': '2024-02-06 08:58:05', 'IP属地': '湖北', '评论内容': '湖北人不惧一切，努力跨过这年关，以后一切顺利，大吉大利'}
{'评论时间': '2024-02-06 22:23:39', 'IP属地': '浙江', '评论内容': '电车只适合代步用用'}
{'评论时间': '2024-02-06 09:23:30', 'IP属地': '上海', '评论内容': '我靠我还以为老家是下雪了，结果是灾害啊'}
{'评论时间': '2024-02-06 12:37:39', 'IP属地': '江西', '评论内容': '冻雨是真的冷，希望路上的朋友们都能平安与家人团聚'}
{'评论时间': '2024-02-06 20:15:53', 'IP属地': '湖北', '评论内容': '把那些喷子喊来打雪仗比较好'}
{'评论时间': '2024-02-06 12:11:29', 'IP属地': '河南', '评论内容': '4000多辆车堵高速，保险公司接4000多高速报警事故'}
{'评论时间': '2024-02-06 21:00:16', 'IP属地': '湖北', '评论内容': '我被困在武汉啦，高速封啦'}
{'评论时间': '2024-02-06 15:24:31', 'IP属地': '湖北', '评论内容': '致敬湖北孝昌人民'}
{'评论时间': '2024-02-06 14:52:02', 'IP属地': '山东', '评论内容': '湖北同胞总是让全国人民感动'}
{'评论时间': '2024-02-06 20:58:13', 'IP属地': '湖北', '评论内容': '谢谢你为我们湖北发声'}
{'评论时间': '2024-02-06 17:40:27', 'IP属地': '广东', '评论内容': '油车，后备箱准备一箱油，可以续航将近2000公里'}
{'评论时间': '2024-02-06 20:51:53', 'IP属地': '浙江', '评论内容': '被网友们喷的，咋老家村子一人300全村上高速人工铲雪去了'}
{'评论时间': '2024-02-06 21:50:13', 'IP属地': '安徽', '评论内容': '任何灾难面前，最苦最累的都是一线工作人员，不管你处于什么境况，请不要责骂，我们都是中国人，都是一家人，多点包容，多点理解，多点耐心，只要大家平安'}
{'评论时间': '2024-02-06 13:02:50', 'IP属地': '湖北', '评论内容': '湖北每次都是骂上热搜不是冻雨就是新冠'}
{'评论时间': '2024-02-06 22:35:20', 'IP属地': '上海', '评论内容': '谢谢你，一莎，听的我是泪奔，我这几天天天在评论区里解释呀，可就是有扛精他听不进去'}
{'评论时间': '2024-02-06 09:04:42', 'IP属地': '河南', '评论内容': '相信中国人民一定能够克服一切困难'}
{'评论时间': '2024-02-06 01:09:41', 'IP属地': '河南', '评论内容': '虽然网上有挑拨离间的喷子，但是绝大数人是支持湖北的，湖北加油'}
{'评论时间': '2024-02-06 11:46:03', 'IP属地': '江苏', '评论内容': '以后上高速每人带着铲雪工具'}
{'评论时间': '2024-02-06 19:42:37', 'IP属地': '广东', '评论内容': '湖北人是好样的'}
{'评论时间': '2024-02-06 03:39:41', 'IP属地': '湖北', '评论内容': '北方的朋友 猜下我们为什么不打雪仗'}
{'评论时间': '2024-02-06 09:07:41', 'IP属地': '河南', '评论内容': '为湖北人民点赞，大雪无情，人有情！！'}
{'评论时间': '2024-02-06 14:53:19', 'IP属地': '山西', '评论内容': '买电车的都是国家政策的大力支持者'}
{'评论时间': '2024-02-06 10:35:58', 'IP属地': '河南', '评论内容': '听清楚了，感谢的是湖北人民群众而不是湖北高速湖北政府'}
{'评论时间': '2024-02-06 11:36:59', 'IP属地': '四川', '评论内容': '感动世界 感恩中国'}
{'评论时间': '2024-02-06 23:29:16', 'IP属地': '湖北', '评论内容': '支持一莎为湖北发声'}
{'评论时间': '2024-02-06 19:15:40', 'IP属地': '广西', '评论内容': '湖北加油！'}
{'评论时间': '2024-02-06 17:34:08', 'IP属地': '上海', '评论内容': '不是说电车开暖风一小时一度电么，'}
{'评论时间': '2024-02-06 19:23:23', 'IP属地': '湖北', '评论内容': '我就在这里看有没有骂湖南的'}
{'评论时间': '2024-02-06 22:17:23', 'IP属地': '云南', '评论内容': '太难了，湖北人'}
{'评论时间': '2024-02-06 19:45:00', 'IP属地': '湖北', '评论内容': '让喷子的加特林嘴来，一会就能喷干净'}
{'评论时间': '2024-02-06 13:54:38', 'IP属地': '广东', '评论内容': '保险公司发才了'}
{'评论时间': '2024-02-06 19:31:01', 'IP属地': '湖北', '评论内容': '耶，老表，你们树是什么品种的'}
{'评论时间': '2024-02-06 08:55:25', 'IP属地': '湖南', '评论内容': '我真服了一些喷子'}
{'评论时间': '2024-02-06 21:40:02', 'IP属地': '陕西', '评论内容': '省油呀，咱怕啥'}
{'评论时间': '2024-02-06 15:09:45', 'IP属地': '湖北', '评论内容': '湖北人好客，疫情和冻雨只是想留着大家一起过个年'}
{'评论时间': '2024-02-06 23:10:48', 'IP属地': '云南', '评论内容': '这个时候，不要说电车，就是他油车，他也不敢开空调。 '}
{'评论时间': '2024-02-06 00:30:25', 'IP属地': '江苏', '评论内容': '骂人的让他去铲冰、换工人回家休息'}
{'评论时间': '2024-02-06 11:17:13', 'IP属地': '江苏', '评论内容': '众所周知，湖北的雪最硬，比钢筋混凝土都硬'}
{'评论时间': '2024-02-06 11:32:12', 'IP属地': '江西', '评论内容': '明明错的不是湖北凭什么骂我老表'}
{'评论时间': '2024-02-06 21:56:19', 'IP属地': '广东', '评论内容': '不懂明知道高速春节经常会堵车！还敢开'}
{'评论时间': '2024-02-06 17:54:10', 'IP属地': '湖北', '评论内容': '看得人泪流满面，请大家理解理解湖北'}
{'评论时间': '2024-02-06 20:43:53', 'IP属地': '湖北', '评论内容': '湖北，棒棒的。中华儿女'}
{'评论时间': '2024-02-06 22:42:22', 'IP属地': '河南', '评论内容': '再怎么说也是电车省油  ！'}
{'评论时间': '2024-02-06 18:13:07', 'IP属地': '云南', '评论内容': '我就是电车，我从不去下雪的地方'}
{'评论时间': '2024-02-06 22:52:37', 'IP属地': '河南', '评论内容': '0几年那一场大规模冻雨，比这厉害多了，那年冬天我们这没下雪，刺骨的寒风一直吹，雨水落下很快就上冻了。那时汽车还不多，自行车也不能骑，过年走亲戚真走着去的。'}
{'评论时间': '2024-02-06 21:28:51', 'IP属地': '河南', '评论内容': '我只能说，河南高速'}
{'评论时间': '2024-02-06 12:22:34', 'IP属地': '甘肃', '评论内容': '希望鄂鄂可以渡过难关加油不要理会网络上那些喷子抱抱鄂鄂'}
{'评论时间': '2024-02-06 19:55:39', 'IP属地': '天津', '评论内容': '感恩感谢'}
{'评论时间': '2024-02-06 09:57:50', 'IP属地': '广东', '评论内容': '湖北下的是冰，北方下的雪有什么那些人有什么可喷的，处理的方法都不一样'}
{'评论时间': '2024-02-06 17:36:47', 'IP属地': '江苏', '评论内容': '来打雪仗❌ 来打血仗'}
{'评论时间': '2024-02-06 17:25:40', 'IP属地': '四川', '评论内容': '辛苦了，不容易'}
{'评论时间': '2024-02-06 19:37:27', 'IP属地': '湖北', '评论内容': '湖北是好样的，为湖北人民点赞'}
{'评论时间': '2024-02-06 21:16:47', 'IP属地': '陕西', '评论内容': '电车好，保鲜'}
{'评论时间': '2024-02-06 15:37:30', 'IP属地': '湖北', '评论内容': '谢谢大家了'}
{'评论时间': '2024-02-06 12:26:10', 'IP属地': '湖北', '评论内容': '有骂湖北的，也有感恩湖北人的，骂和感恩需要分开，所处的身份和地位不同，做的事情也不一样…为湖北的普通老百姓点赞'}
{'评论时间': '2024-02-06 00:28:05', 'IP属地': '湖北', '评论内容': '真的，看到下雪了还很开心拿快递的时候顺便摸摸雪，结果仔细一看树枝叶子全冻上了'}
{'评论时间': '2024-02-06 08:53:52', 'IP属地': '广东', '评论内容': '我大湖北加油'}
{'评论时间': '2024-02-06 14:21:14', 'IP属地': '广东', '评论内容': '小时候坐过那种烧煤的火车'}
{'评论时间': '2024-02-06 21:33:14', 'IP属地': '广西', '评论内容': '油车还在吹空调'}
{'评论时间': '2024-02-06 23:04:39', 'IP属地': '湖北', '评论内容': '湖北几十年没有下这么大的雪了，更何况是全国都少见的冻雨，我们小鄂鄂真的尽力了'}
{'评论时间': '2024-02-06 17:26:56', 'IP属地': '四川', '评论内容': '不要骂我的湖北不允许不是他们的错'}
{'评论时间': '2024-02-06 01:44:57', 'IP属地': '湖南', '评论内容': '这刚开始下。08年湖南这么厚的冰有7层。。一层一层都可以掰开'}
{'评论时间': '2024-02-06 19:28:43', 'IP属地': '湖北', '评论内容': '湖北一定行'}
{'评论时间': '2024-02-06 14:22:46', 'IP属地': '湖北', '评论内容': '对不起，但我们真的很努力了，希望大家谅解'}
{'评论时间': '2024-02-06 18:18:06', 'IP属地': '湖南', '评论内容': '偷偷告诉大家一个冷知识， 电车开暖风根本不费油'}
{'评论时间': '2024-02-06 21:31:57', 'IP属地': '广东', '评论内容': '油车省电，电车省油'}
{'评论时间': '2024-02-06 18:36:11', 'IP属地': '湖南', '评论内容': '给我们湖南湘西北也发发声呗，真骂惨了'}
{'评论时间': '2024-02-06 16:52:34', 'IP属地': '广东', '评论内容': '湖北加油'}
{'评论时间': '2024-02-06 13:53:53', 'IP属地': '湖北', '评论内容': '我们湖北好几年没下过这么大的雪了，更别提冻雨了，提前没有准备真的很正常，别骂了别骂了孩子现在还在高速上堵着呢'}
{'评论时间': '2024-02-06 16:33:35', 'IP属地': '湖北', '评论内容': '评论区解释的那么清楚了雨夹雪=冻雨雪下了不管 压实了=冻雨这个世界上根本没有冻雨'}
{'评论时间': '2024-02-06 15:17:05', 'IP属地': '湖北', '评论内容': '我老丈人堵在湖北3天了，都还没回来'}
{'评论时间': '2024-02-06 13:17:48', 'IP属地': '湖北', '评论内容': '天灾搞的我们湖北也很难受啊'}
{'评论时间': '2024-02-06 07:50:40', 'IP属地': '四川', '评论内容': '湖北人民并不是高冷，在2020年新冠疫情在湖北爆发时候，全国的医务工作者及志愿者逆行出诊驰援湖北，让湖北人民看到了希望，这份恩情，湖北人民不会忘。'}
{'评论时间': '2024-02-06 21:52:46', 'IP属地': '江苏', '评论内容': '这个天气油车要备点汽油桶，装满油'}
{'评论时间': '2024-02-06 23:03:09', 'IP属地': '天津', '评论内容': '武汉是中国南北铁路枢纽，绝对不能瘫痪，辛苦了'}
{'评论时间': '2024-02-06 01:20:40', 'IP属地': '新疆', '评论内容': '先提前半小时远程启动热车  然后再去除冰就好了'}
{'评论时间': '2024-02-06 20:44:28', 'IP属地': '山西', '评论内容': '多撒盐，再铲'}
{'评论时间': '2024-02-06 13:46:37', 'IP属地': '江西', '评论内容': '又不是湖北老表的错，你们凭什么骂他们'}
{'评论时间': '2024-02-06 15:37:56', 'IP属地': '湖南', '评论内容': '天王老子来了都是电车省油'}
{'评论时间': '2024-02-06 17:02:23', 'IP属地': '湖北', '评论内容': '什么玩意，真的莫名其妙，就像去东北骂天气冷，去三亚骂天气热，无语，真的大千世界无奇不有'}
{'评论时间': '2024-02-06 11:23:45', 'IP属地': '河北', '评论内容': '人民铁路为人民，国铁可能对不起他的职工，但一定对得起人民'}
{'评论时间': '2024-02-06 00:00:05', 'IP属地': '湖北', '评论内容': '这是两个人，后面不是湖北的，大家不要误会了'}
{'评论时间': '2024-02-06 22:56:33', 'IP属地': '山东', '评论内容': '我就问你电车省油不'}
{'评论时间': '2024-02-06 15:19:33', 'IP属地': '江苏', '评论内容': '问一下，他刚开始下的时候撒盐，等盐与地上的水里充分溶解，降低了凝固点，是不是就不会滴水成冰'}
{'评论时间': '2024-02-06 17:29:04', 'IP属地': '江苏', '评论内容': '湖北加油'}
{'评论时间': '2024-02-06 20:23:20', 'IP属地': '河南', '评论内容': '电车车主，主打一个嘴硬。就是比油车省油。'}
{'评论时间': '2024-02-06 11:28:13', 'IP属地': '浙江', '评论内容': '湖北人'}
{'评论时间': '2024-02-06 10:35:16', 'IP属地': '河北', '评论内容': '铁路太不容易了，这得多大压力，回家的人更惨'}
{'评论时间': '2024-02-06 00:42:16', 'IP属地': '福建', '评论内容': '看到朋友圈有人自驾回老家然后阴阳湖北拉垮的(?)我真的不理解'}
{'评论时间': '2024-02-06 11:53:37', 'IP属地': '山东', '评论内容': '我这穷鬼只喜欢坐绿皮火车卧铺，'}
{'评论时间': '2024-02-06 21:12:07', 'IP属地': '湖北', '评论内容': '湖北一定行！'}
{'评论时间': '2024-02-06 02:05:11', 'IP属地': '湖北', '评论内容': '加油，我的家乡'}
{'评论时间': '2024-02-06 22:07:10', 'IP属地': '河南', '评论内容': '冻雨只在下面一层是有点透明的冰，上面白色的那是经过碾压变瓷实的雪'}
{'评论时间': '2024-02-06 18:23:39', 'IP属地': '湖北', '评论内容': '感谢为湖北发声'}
{'评论时间': '2024-02-06 15:06:43', 'IP属地': '湖北', '评论内容': '我们真的做的已经很好了，疫情我们一直很努力的控制了，也不想让他散播到全国的但是还是没成功，这次下雪下雨，我们也不想把你们困在我们这，我们已经很努力了，多给我们一点时间吧'}
{'评论时间': '2024-02-06 13:34:10', 'IP属地': '陕西', '评论内容': '兄弟们，碰到顺丰的车，先让顺丰走，我买了一双袜子等着过年穿，谢谢啦'}
{'评论时间': '2024-02-06 16:08:52', 'IP属地': '新疆', '评论内容': '保险公司这么多年了 还出点血了 大方的出吧 日后大家还是一如既往的交'}
{'评论时间': '2024-02-06 18:19:48', 'IP属地': '湖北', '评论内容': '湖南湖北互相理解，其他的省不是在教就是在骂'}
{'评论时间': '2024-02-06 02:29:58', 'IP属地': '湖北', '评论内容': '在网上跟喷子对线一天，我以为我是个战士，最后发现我只是个小丑'}
{'评论时间': '2024-02-06 23:02:32', 'IP属地': '湖北', '评论内容': '加油，'}
{'评论时间': '2024-02-06 11:29:40', 'IP属地': '湖北', '评论内容': '还是电车好'}
{'评论时间': '2024-02-06 15:54:51', 'IP属地': '黑龙江', '评论内容': '东北人看到了'}
{'评论时间': '2024-02-06 13:19:55', 'IP属地': '河北', '评论内容': '湖北的能不能告诉我高速的雪化了吗？我明天要去四川过年'}
{'评论时间': '2024-02-06 11:07:52', 'IP属地': '黑龙江', '评论内容': '想回家每台车就立刻清除自己车周围的雪'}
{'评论时间': '2024-02-06 18:28:41', 'IP属地': '湖北', '评论内容': '视频出湖北了吗'}
{'评论时间': '2024-02-06 19:12:54', 'IP属地': '江西', '评论内容': '这次冻雨冰冻灾害比08雪的雪灾还头疼'}
{'评论时间': '2024-02-06 00:03:33', 'IP属地': '湖北', '评论内容': '这冻雨看起来跟砖块差不多，希望老天再不要下了'}
{'评论时间': '2024-02-06 12:20:24', 'IP属地': '浙江', '评论内容': '这哈保险公司哭睧在厕所'}
{'评论时间': '2024-02-06 21:21:39', 'IP属地': '湖北', '评论内容': '原来全网还有这么多人不知道冻雨'}
{'评论时间': '2024-02-06 22:26:16', 'IP属地': '浙江', '评论内容': '湖北好样的'}
{'评论时间': '2024-02-06 05:41:43', 'IP属地': '河南', '评论内容': '不知道啥是冻雨，，这几天温度太低了，洗个脸，把洗脸手巾搭院里绳子上，没两分钟就硬了'}
{'评论时间': '2024-02-06 21:16:24', 'IP属地': '浙江', '评论内容': '从没听说过什么冻雨'}
{'评论时间': '2024-02-06 22:34:42', 'IP属地': '湖北', '评论内容': '感谢您为湖北发声'}
{'评论时间': '2024-02-06 15:05:58', 'IP属地': '湖南', '评论内容': '湖南湖北又不经常下雪'}
{'评论时间': '2024-02-06 10:04:16', 'IP属地': '广东', '评论内容': '不作为就是不作为，别在描了，虚心学习，学习其他省份是怎么处理高速公路上面的结雪的，感谢在一线的工作人员，你们辛苦了，向你们致敬！'}
{'评论时间': '2024-02-06 18:56:11', 'IP属地': '河南', '评论内容': '加油'}
{'评论时间': '2024-02-06 19:11:42', 'IP属地': '湖北', '评论内容': '湖北人好样的！'}
